time,frame,id,x,y,w,h,raw_prob,smoothed_prob,label
23.323225021362305,162,2,308,203,176,176,0.8110843896865845,0.9025303646922112,Interested
23.418921947479248,163,2,307,202,176,176,0.8056663274765015,0.8843575716018677,Interested
23.547887802124023,164,2,305,201,178,178,0.9299368858337402,0.8841055557131767,Interested
23.654825925827026,165,2,307,201,174,174,0.947944700717926,0.8864994198083878,Interested
23.77578067779541,166,2,304,198,178,178,0.9165003895759583,0.885249949991703,Interested
23.906705379486084,167,2,304,198,177,177,0.8537271022796631,0.8709695041179657,Interested
24.0246102809906,168,2,303,198,178,178,0.9570755958557129,0.876007929444313,Interested
24.152117490768433,169,2,304,197,180,180,0.8649224638938904,0.8858572319149971,Interested
24.281444311141968,170,2,305,198,178,178,0.861111581325531,0.8921106308698654,Interested
24.407567024230957,171,2,309,199,173,173,0.965226948261261,0.9120557084679604,Interested
24.509280681610107,172,2,309,200,173,173,0.9555062055587769,0.9152518734335899,Interested
24.637803554534912,173,2,308,198,175,175,0.900766909122467,0.9093546494841576,Interested
24.742387294769287,174,2,308,198,175,175,0.9450398087501526,0.9129220768809319,Interested
24.85627269744873,175,2,307,197,178,178,0.9269948601722717,0.9220805466175079,Interested
24.966204404830933,176,2,308,198,176,176,0.9322559833526611,0.9189780950546265,Interested
25.08414077758789,177,2,308,198,177,177,0.9644047021865845,0.9314133748412132,Interested
25.196480751037598,178,2,308,198,177,177,0.9465793371200562,0.9420968443155289,Interested
25.309803009033203,179,2,308,198,177,177,0.9636938571929932,0.9419052079319954,Interested
25.438222408294678,180,2,308,199,177,177,0.9522310495376587,0.9414958134293556,Interested
25.55744242668152,181,2,308,198,178,178,0.9675185084342957,0.9498397633433342,Interested
25.695013761520386,182,2,309,199,173,173,0.9868127703666687,0.9550613835453987,Interested
25.823821544647217,183,2,309,198,177,177,0.9716969132423401,0.9606491401791573,Interested
25.9576256275177,184,2,309,199,175,175,0.9311379790306091,0.9605093896389008,Interested
26.08079743385315,185,2,309,199,175,175,0.9676513075828552,0.9609152153134346,Interested
26.20844340324402,186,2,309,198,175,175,0.9208855628967285,0.9577034935355186,Interested
26.33660864830017,187,2,309,199,174,174,0.9342259168624878,0.9540200009942055,Interested
26.47698473930359,188,2,311,199,174,174,0.9037705063819885,0.9479624330997467,Interested
26.60469102859497,189,2,310,199,173,173,0.9400523900985718,0.9445291683077812,Interested
26.72703218460083,190,2,310,199,175,175,0.9658887982368469,0.9419136717915535,Interested
26.871776342391968,191,2,309,199,174,174,0.895653486251831,0.9324082434177399,Interested
27.000494480133057,192,2,308,199,177,177,0.7384445667266846,0.9083215668797493,Interested
27.129115104675293,193,2,309,199,176,176,0.7190036177635193,0.8772406056523323,Interested
27.260618925094604,194,2,310,200,175,175,0.7473044991493225,0.8555429726839066,Interested
27.362634658813477,195,2,310,200,175,175,0.7923025488853455,0.8378025516867638,Interested
27.49234652519226,196,2,311,201,174,174,0.7965839505195618,0.8244042322039604,Interested
27.635626077651978,197,2,310,198,174,174,0.848564624786377,0.8129682615399361,Interested
27.761086463928223,198,2,312,201,170,170,0.6827031970024109,0.7775700613856316,Interested
27.887678623199463,199,2,318,204,162,162,0.9271841645240784,0.7815113961696625,Interested
28.0018048286438,200,2,320,202,165,165,0.9831373691558838,0.8120979964733124,Interested
28.130645990371704,201,2,319,202,168,168,0.9834758043289185,0.8451570197939873,Interested
28.275103330612183,202,2,319,202,170,170,0.9720840454101562,0.8732544630765915,Interested
28.39793610572815,203,2,322,206,167,167,0.9551798105239868,0.8936141207814217,Interested
28.52565360069275,204,2,323,206,165,165,0.9889976382255554,0.9176658317446709,Interested
28.639106512069702,205,2,320,204,174,174,0.9767802357673645,0.9336927831172943,Interested
28.77537226676941,206,2,324,206,169,169,0.9512801170349121,0.967264898121357,Interested
28.93610167503357,207,2,329,207,165,165,0.999173104763031,0.976263515651226,Interested
29.080436944961548,208,2,333,207,164,164,0.9984079003334045,0.9781723320484161,Interested
29.240046977996826,209,2,335,209,164,164,0.9972063899040222,0.9798886552453041,Interested
29.37722611427307,210,2,328,208,168,168,0.9748996496200562,0.9802406057715416,Interested
29.552579641342163,211,2,324,208,170,170,0.963729739189148,0.9813093468546867,Interested
29.69648575782776,212,2,328,208,172,172,0.9884578585624695,0.981241874396801,Interested
29.840150833129883,213,2,335,205,176,176,0.9727566838264465,0.9807389304041862,Interested
29.96426820755005,214,2,342,205,178,178,0.9859192371368408,0.9850688204169273,Interested
30.100131034851074,215,2,344,207,179,179,0.9898971319198608,0.9839093238115311,Interested
30.228137016296387,216,2,343,207,180,180,0.9936082363128662,0.9833093658089638,Interested
30.37520408630371,217,2,345,208,178,178,0.9978177547454834,0.9833857864141464,Interested
30.52642822265625,218,2,341,207,179,179,0.9995042085647583,0.9864613562822342,Interested
